Timestamp,A1,A2,B1,B2,C1,C2,D1,D2
2024-01-12 08:36:00.530422,1523,0,0,0,433,0,0,0
2024-01-12 08:36:00.532684,1523,0,570,541,433,0,546,567
2024-01-12 08:36:00.532776,1618,0,570,541,422,0,546,567
Timestamp,A1,A2,B1,B2,C1,C2,D1,D2
2024-01-12 08:36:00.533436,1523,0,0,541,433,0,0,567
2024-01-12 08:36:00.534486,1618,0,570,541,422,0,546,570
2024-01-12 08:36:00.535330,1618,0,568,541,422,0,542,570
2024-01-12 08:36:00.559746,1618,0,569,541,422,0,541,570
2024-01-12 08:36:00.560177,1566,0,569,541,428,0,541,570
2024-01-12 08:36:00.562550,1566,0,569,541,428,0,541,569
2024-01-12 08:36:00.577795,1566,0,569,541,428,0,544,569
2024-01-12 08:36:00.582730,1566,0,569,541,428,0,544,571
2024-01-12 08:36:00.583345,1565,0,569,541,429,0,544,571
2024-01-12 08:36:00.600660,1565,0,570,541,429,0,544,571
2024-01-12 08:36:00.606976,1502,0,570,541,432,0,544,571
2024-01-12 08:36:00.607480,1502,0,570,540,432,0,544,571
2024-01-12 08:36:00.619021,1502,0,570,540,432,0,544,571
2024-01-12 08:36:00.626184,1502,0,570,543,432,0,544,575
2024-01-12 08:36:00.630493,1509,0,570,543,427,0,544,575
2024-01-12 08:36:00.640630,1509,0,570,543,427,0,543,575
2024-01-12 08:36:00.651274,1509,0,570,541,427,0,543,570
2024-01-12 08:36:00.655965,1552,0,570,541,417,0,543,570
2024-01-12 08:36:00.661065,1552,0,569,541,417,0,543,570
2024-01-12 08:36:00.671142,1552,0,569,538,417,0,543,571
2024-01-12 08:36:00.678583,1585,0,569,538,440,0,543,571
2024-01-12 08:36:00.682689,1585,0,569,538,440,0,543,571
2024-01-12 08:36:00.695834,1585,0,569,545,440,0,543,570
2024-01-12 08:36:00.701522,1610,0,569,545,431,0,543,570
2024-01-12 08:36:00.702259,1610,0,570,545,431,0,548,570
2024-01-12 08:36:00.715174,1610,0,570,542,431,0,548,572
2024-01-12 08:36:00.723939,1610,0,569,542,431,0,543,572
2024-01-12 08:36:00.725134,1505,0,569,542,430,0,543,572
2024-01-12 08:36:00.740438,1505,0,569,537,430,0,543,571
2024-01-12 08:36:00.744292,1505,0,568,537,430,0,545,571
2024-01-12 08:36:00.749179,inf,0,568,537,441,0,545,571
2024-01-12 08:36:00.759776,inf,0,568,541,441,0,545,572
2024-01-12 08:36:00.765835,inf,0,571,541,441,0,545,572
2024-01-12 08:36:00.773370,1605,0,571,541,431,0,545,572
2024-01-12 08:36:00.784737,1605,0,571,541,431,0,545,569
2024-01-12 08:36:00.787077,1605,0,569,541,431,0,545,569
2024-01-12 08:36:00.797325,1637,0,569,541,438,0,545,569
2024-01-12 08:36:00.804052,1637,0,569,541,438,0,545,571
2024-01-12 08:36:00.808494,1637,0,572,541,438,0,540,571
2024-01-12 08:36:00.821418,1612,0,572,541,425,0,540,571
2024-01-12 08:36:00.828993,1612,0,573,541,425,0,542,571
2024-01-12 08:36:00.829990,1612,0,573,543,425,0,542,572
2024-01-12 08:36:00.845054,1574,0,573,543,433,0,542,572
2024-01-12 08:36:00.848818,1574,0,573,539,433,0,542,569
2024-01-12 08:36:00.849903,1574,0,577,539,433,0,541,569
2024-01-12 08:36:00.870559,1565,0,577,539,424,0,541,569
2024-01-12 08:36:00.870914,1565,0,569,539,424,0,543,569
2024-01-12 08:36:00.874411,1565,0,569,539,424,0,543,571
2024-01-12 08:36:00.891012,1565,0,571,539,424,0,547,571
2024-01-12 08:36:00.891944,1548,0,571,539,423,0,547,571
2024-01-12 08:36:00.893513,1548,0,571,539,423,0,547,570
2024-01-12 08:36:00.910438,1548,0,570,539,423,0,544,570
2024-01-12 08:36:00.914860,1501,0,570,539,428,0,544,570
2024-01-12 08:36:00.918201,1501,0,570,541,428,0,544,571
2024-01-12 08:36:00.932240,1501,0,572,541,428,0,540,571
2024-01-12 08:36:00.937623,1501,0,572,540,428,0,540,572
2024-01-12 08:36:00.938364,1601,0,572,540,425,0,540,572
2024-01-12 08:36:00.951781,1601,0,568,540,425,0,545,572
2024-01-12 08:36:00.961846,1600,0,568,540,428,0,545,572
2024-01-12 08:36:00.963427,1600,0,568,543,428,0,545,567
2024-01-12 08:36:00.973243,1600,0,571,543,428,0,542,567
2024-01-12 08:36:00.982458,1600,0,571,540,428,0,542,573
2024-01-12 08:36:00.985962,1628,0,571,540,412,0,542,573
2024-01-12 08:36:00.992681,1628,0,568,540,412,0,542,573
2024-01-12 08:36:01.005948,1628,0,568,543,412,0,542,570
2024-01-12 08:36:01.009703,1519,0,568,543,438,0,542,570
2024-01-12 08:36:01.014506,1519,0,566,543,438,0,541,570
2024-01-12 08:36:01.031126,1519,0,566,543,438,0,541,572
2024-01-12 08:36:01.033821,1581,0,566,543,430,0,541,572
2024-01-12 08:36:01.034760,1581,0,563,543,430,0,540,572
2024-01-12 08:36:01.050482,1581,0,563,545,430,0,540,570
2024-01-12 08:36:01.056301,1581,0,567,545,430,0,541,570
2024-01-12 08:36:01.057850,1575,0,567,545,431,0,541,570
2024-01-12 08:36:01.076048,1575,0,567,538,431,0,541,576
2024-01-12 08:36:01.076737,1575,0,570,538,431,0,541,576
2024-01-12 08:36:01.081958,1559,0,570,538,445,0,541,576
2024-01-12 08:36:01.095285,1559,0,570,540,445,0,541,574
2024-01-12 08:36:01.097392,1559,0,570,540,445,0,541,574
2024-01-12 08:36:01.105845,1607,0,570,540,426,0,541,574
2024-01-12 08:36:01.117980,1607,0,572,540,426,0,540,574
