Timestamp,A1,A2,B1,B2,C1,C2,D1,D2
2024-01-10 13:11:20.596719,2029,inf,0,0,inf,237,0,0
Timestamp,A1,A2,B1,B2,C1,C2,D1,D2
2024-01-10 13:11:20.596778,2029,0,0,0,inf,0,0,0
2024-01-10 13:11:20.596663,2029,inf,inf,552,inf,237,534,585
2024-01-10 13:11:20.597662,2029,inf,inf,0,inf,237,534,0
2024-01-10 13:11:20.600543,inf,inf,inf,552,inf,237,534,585
2024-01-10 13:11:20.601441,inf,inf,inf,552,inf,inf,534,585
2024-01-10 13:11:20.601734,inf,inf,inf,558,inf,inf,484,582
2024-01-10 13:11:20.601816,inf,inf,inf,552,inf,inf,484,585
2024-01-10 13:11:20.621486,inf,inf,inf,558,inf,inf,484,582
2024-01-10 13:11:20.623584,inf,inf,inf,558,inf,230,484,582
2024-01-10 13:11:20.625928,inf,inf,inf,556,inf,230,484,585
2024-01-10 13:11:20.626366,inf,inf,526,556,inf,230,481,585
2024-01-10 13:11:20.641720,inf,inf,526,556,inf,229,481,585
2024-01-10 13:11:20.643320,inf,inf,526,556,inf,229,481,585
2024-01-10 13:11:20.645145,inf,inf,526,558,inf,229,481,579
2024-01-10 13:11:20.649952,inf,inf,519,558,inf,229,471,579
2024-01-10 13:11:20.659201,inf,inf,519,558,inf,229,471,579
2024-01-10 13:11:20.659706,inf,inf,519,558,inf,inf,471,579
2024-01-10 13:11:20.670519,inf,inf,519,557,inf,inf,471,583
2024-01-10 13:11:20.673642,inf,inf,540,557,inf,inf,460,583
2024-01-10 13:11:20.676364,inf,inf,540,557,inf,212,460,583
2024-01-10 13:11:20.678647,inf,inf,540,557,inf,212,460,583
2024-01-10 13:11:20.690272,inf,inf,540,557,inf,212,460,578
2024-01-10 13:11:20.697748,2219,inf,556,557,2621,212,461,578
2024-01-10 13:11:20.698005,2219,inf,556,557,2621,212,461,578
2024-01-10 13:11:20.699323,2219,2849,556,557,2621,239,461,578
2024-01-10 13:11:20.715130,2219,2849,556,559,2621,239,461,581
2024-01-10 13:11:20.715750,2219,inf,556,559,2621,inf,461,581
2024-01-10 13:11:20.717843,1749,inf,556,559,inf,inf,461,581
2024-01-10 13:11:20.721733,1749,inf,540,559,inf,inf,474,581
2024-01-10 13:11:20.733485,1749,inf,540,559,inf,235,474,581
2024-01-10 13:11:20.734538,1749,inf,540,558,inf,235,474,582
2024-01-10 13:11:20.738530,2270,inf,540,558,inf,235,474,582
2024-01-10 13:11:20.745493,2270,inf,540,558,inf,235,471,582
2024-01-10 13:11:20.752266,2270,inf,540,558,inf,241,471,582
2024-01-10 13:11:20.759416,2270,inf,540,562,inf,241,471,581
2024-01-10 13:11:20.762017,inf,inf,540,562,2438,241,471,581
2024-01-10 13:11:20.768474,inf,2580,540,562,2438,inf,471,581
2024-01-10 13:11:20.769460,inf,2580,570,562,2438,inf,472,581
2024-01-10 13:11:20.778541,inf,2580,570,560,2438,inf,472,584
2024-01-10 13:11:20.786853,inf,inf,570,560,2438,209,472,584
2024-01-10 13:11:20.788182,inf,inf,570,560,inf,209,472,584
2024-01-10 13:11:20.794294,inf,inf,534,560,inf,209,468,584
2024-01-10 13:11:20.797850,inf,inf,534,560,2819,209,468,584
2024-01-10 13:11:20.803976,inf,inf,534,561,2819,209,468,585
2024-01-10 13:11:20.805198,inf,2381,534,561,2819,233,468,585
2024-01-10 13:11:20.817028,inf,2381,526,561,2819,233,466,585
2024-01-10 13:11:20.820541,inf,2381,526,561,inf,233,466,585
2024-01-10 13:11:20.824085,inf,2381,526,555,inf,233,466,579
2024-01-10 13:11:20.827406,inf,inf,526,555,inf,223,466,579
2024-01-10 13:11:20.838705,1971,inf,526,555,inf,223,466,579
2024-01-10 13:11:20.841393,1971,inf,539,555,inf,223,469,579
2024-01-10 13:11:20.848323,1971,inf,539,553,inf,223,469,579
2024-01-10 13:11:20.850186,1971,2021,539,553,inf,223,469,579
2024-01-10 13:11:20.857691,inf,2021,539,553,inf,223,469,579
2024-01-10 13:11:20.864959,inf,2021,523,553,inf,223,468,579
2024-01-10 13:11:20.866966,inf,inf,523,553,inf,inf,468,579
2024-01-10 13:11:20.867526,inf,inf,523,557,inf,inf,468,584
2024-01-10 13:11:20.875796,inf,inf,523,557,2103,inf,468,584
2024-01-10 13:11:20.884816,inf,inf,523,557,2103,228,468,584
2024-01-10 13:11:20.889393,inf,inf,527,557,2103,228,487,584
2024-01-10 13:11:20.892768,inf,inf,527,557,2103,228,487,580
2024-01-10 13:11:20.898684,1965,inf,527,557,inf,228,487,580
2024-01-10 13:11:20.903092,1965,inf,527,557,inf,242,487,580
2024-01-10 13:11:20.912154,1965,inf,527,560,inf,242,487,585
2024-01-10 13:11:20.912886,1965,inf,529,560,inf,242,470,585
2024-01-10 13:11:20.919550,1965,inf,529,560,inf,inf,470,585
2024-01-10 13:11:20.920440,inf,inf,529,560,inf,inf,470,585
2024-01-10 13:11:20.937663,inf,inf,516,560,inf,inf,479,585
2024-01-10 13:11:20.938397,inf,inf,516,553,inf,inf,479,577
2024-01-10 13:11:20.938772,inf,inf,516,553,inf,236,479,577
2024-01-10 13:11:20.939737,2003,inf,516,553,inf,236,479,577
2024-01-10 13:11:20.956291,2003,1890,516,553,inf,235,479,577
2024-01-10 13:11:20.957099,2003,1890,516,559,inf,235,479,581
2024-01-10 13:11:20.957996,2462,1890,516,559,inf,235,479,581
2024-01-10 13:11:20.963777,2462,1890,520,559,inf,235,461,581
2024-01-10 13:11:20.971906,2462,inf,520,559,inf,inf,461,581
2024-01-10 13:11:20.984100,2462,inf,520,555,inf,inf,461,579
2024-01-10 13:11:20.985446,2462,inf,530,555,inf,inf,483,579
2024-01-10 13:11:20.985783,inf,inf,530,555,inf,inf,483,579
2024-01-10 13:11:20.990492,inf,inf,530,555,inf,235,483,579
2024-01-10 13:11:20.999160,inf,inf,530,555,inf,235,483,579
2024-01-10 13:11:21.001296,inf,inf,530,556,inf,235,483,587
2024-01-10 13:11:21.008764,inf,inf,526,556,inf,235,467,587
2024-01-10 13:11:21.013224,inf,2463,526,556,inf,217,467,587
2024-01-10 13:11:21.017486,inf,2463,526,556,inf,217,467,587
2024-01-10 13:11:21.026796,inf,2463,526,556,inf,217,467,584
2024-01-10 13:11:21.030507,inf,inf,526,556,inf,inf,467,584
2024-01-10 13:11:21.032567,inf,inf,552,556,inf,inf,483,584
2024-01-10 13:11:21.037901,inf,inf,552,556,inf,inf,483,584
2024-01-10 13:11:21.045945,inf,inf,552,556,inf,inf,483,584
2024-01-10 13:11:21.047707,inf,2404,552,556,inf,226,483,584
2024-01-10 13:11:21.056573,inf,2404,502,556,inf,226,484,584
2024-01-10 13:11:21.058776,inf,2404,502,556,inf,226,484,584
2024-01-10 13:11:21.066251,inf,4173,502,556,inf,242,484,584
2024-01-10 13:11:21.070710,inf,4173,502,560,inf,242,484,577
2024-01-10 13:11:21.080638,inf,4173,537,560,inf,242,482,577
2024-01-10 13:11:21.081630,inf,4173,537,560,2642,242,482,577
2024-01-10 13:11:21.088562,inf,inf,537,560,2642,251,482,577
2024-01-10 13:11:21.090229,inf,inf,537,557,2642,251,482,580
2024-01-10 13:11:21.100023,2146,inf,537,557,inf,251,482,580
2024-01-10 13:11:21.104714,2146,inf,540,557,inf,251,470,580
2024-01-10 13:11:21.105367,2146,inf,540,557,inf,inf,470,580
2024-01-10 13:11:21.115171,2146,inf,540,558,inf,inf,470,588
2024-01-10 13:11:21.120505,inf,inf,540,558,inf,inf,470,588
2024-01-10 13:11:21.123174,inf,inf,540,558,inf,236,470,588
2024-01-10 13:11:21.128873,inf,inf,534,558,inf,236,482,588
2024-01-10 13:11:21.134402,inf,inf,534,558,inf,236,482,578
2024-01-10 13:11:21.138807,inf,inf,534,558,2121,236,482,578
2024-01-10 13:11:21.141547,inf,inf,534,558,2121,230,482,578
2024-01-10 13:11:21.154046,inf,inf,508,558,2121,230,466,578
2024-01-10 13:11:21.157079,inf,inf,508,558,inf,230,466,578
2024-01-10 13:11:21.159692,inf,inf,508,558,inf,230,466,579
2024-01-10 13:11:21.164372,inf,inf,508,558,inf,245,466,579
2024-01-10 13:11:21.175547,1753,inf,508,558,inf,245,466,579
2024-01-10 13:11:21.176255,1753,inf,539,558,inf,245,495,579
2024-01-10 13:11:21.179114,1753,inf,539,558,inf,245,495,579
2024-01-10 13:11:21.180439,1753,inf,539,558,inf,inf,495,579
2024-01-10 13:11:21.196780,2035,inf,539,558,inf,inf,495,579
2024-01-10 13:11:21.199469,2035,inf,539,558,inf,238,495,579
2024-01-10 13:11:21.201179,2035,inf,520,558,inf,238,477,579
2024-01-10 13:11:21.204186,2035,inf,520,560,inf,238,477,584
2024-01-10 13:11:21.216856,2035,inf,520,560,inf,229,477,584
2024-01-10 13:11:21.219143,2227,inf,520,560,2457,229,477,584
2024-01-10 13:11:21.223415,2227,inf,520,556,2457,229,477,571
2024-01-10 13:11:21.224339,2227,inf,547,556,2457,229,474,571
2024-01-10 13:11:21.233045,2227,inf,547,556,2457,inf,474,571
2024-01-10 13:11:21.237165,inf,inf,547,556,inf,inf,474,571
2024-01-10 13:11:21.248908,inf,inf,569,556,inf,inf,491,571
2024-01-10 13:11:21.249614,inf,inf,569,557,inf,inf,491,581
2024-01-10 13:11:21.251409,inf,inf,569,557,inf,241,491,581
2024-01-10 13:11:21.260125,inf,inf,569,557,inf,241,491,581
2024-01-10 13:11:21.267961,inf,inf,569,556,inf,241,491,579
2024-01-10 13:11:21.272048,inf,inf,548,556,inf,241,474,579
2024-01-10 13:11:21.274045,inf,inf,548,556,inf,233,474,579
2024-01-10 13:11:21.278518,1678,inf,548,556,inf,233,474,579
2024-01-10 13:11:21.293060,1678,inf,548,560,inf,233,474,582
2024-01-10 13:11:21.296612,1678,inf,536,560,inf,233,474,582
2024-01-10 13:11:21.297401,1678,2489,536,560,inf,247,474,582
2024-01-10 13:11:21.301499,inf,2489,536,560,inf,247,474,582
2024-01-10 13:11:21.312588,inf,2489,536,558,inf,247,474,584
2024-01-10 13:11:21.313410,inf,1522,536,558,inf,inf,474,584
2024-01-10 13:11:21.319827,inf,1522,536,558,inf,inf,474,584
2024-01-10 13:11:21.320726,inf,1522,498,558,inf,inf,471,584
2024-01-10 13:11:21.331925,inf,inf,498,558,inf,237,471,584
2024-01-10 13:11:21.337546,inf,inf,498,560,inf,237,471,583
2024-01-10 13:11:21.340269,inf,inf,498,560,inf,237,471,583
2024-01-10 13:11:21.343918,inf,inf,520,560,inf,237,469,583
2024-01-10 13:11:21.349847,inf,inf,520,560,inf,236,469,583
