Timestamp,A1,A2,C1,C2,B1,B2,D1,D2
2024-01-10 13:05:31.458706,inf,0.2751351296901703,0.49243515729904175,0.5169286131858826,0.8475682139396667,inf,0.5218845009803772,0.4901812672615051
2024-01-10 13:05:31.468200,inf,0.2751348316669464,0.49263718724250793,0.5171079039573669,0.8479583263397217,inf,0.5223000645637512,0.4904414415359497
2024-01-10 13:05:31.475609,inf,0.2751346528530121,0.4933358132839203,0.5173481702804565,0.8496860861778259,inf,0.5227004289627075,0.491493284702301
2024-01-10 13:05:31.500066,inf,0.27513524889945984,0.4937382638454437,0.5178600549697876,0.8501538038253784,inf,0.522846519947052,0.49172523617744446
2024-01-10 13:05:31.521091,inf,0.27513498067855835,0.4939592480659485,0.5179817080497742,0.8505949378013611,inf,0.5229730010032654,0.49192479252815247
2024-01-10 13:05:31.545879,inf,0.2751346528530121,0.4941650331020355,0.518100380897522,0.8509619832038879,inf,0.5231012105941772,0.49212414026260376
2024-01-10 13:05:31.568082,inf,0.27513501048088074,0.4943557381629944,0.5182191133499146,0.8513951897621155,inf,0.5232235789299011,0.49233478307724
2024-01-10 13:05:31.595907,inf,0.2751455008983612,0.49457451701164246,0.5183495283126831,0.8518202304840088,inf,0.5233555436134338,0.49255698919296265
2024-01-10 13:05:31.617441,inf,0.2751369774341583,0.494813472032547,0.5184778571128845,0.8522657155990601,inf,0.5234880447387695,0.49275341629981995
2024-01-10 13:05:31.661125,inf,0.27514541149139404,0.4951946437358856,0.5185769200325012,0.8530541062355042,inf,0.5237219333648682,0.4929365813732147
2024-01-10 13:05:31.703131,inf,0.27514535188674927,0.49538159370422363,0.5187988877296448,0.8537881970405579,inf,0.5239441394805908,0.4931314289569855
2024-01-10 13:05:31.747872,inf,0.27513501048088074,0.49595755338668823,0.5190218687057495,0.8545652031898499,inf,0.5240559577941895,0.49386677145957947
2024-01-10 13:05:31.785325,inf,0.27513566613197327,0.49614638090133667,0.5192393064498901,0.8553723692893982,inf,0.5241758227348328,0.49405190348625183
2024-01-10 13:05:31.830974,inf,0.2751380503177643,0.49674275517463684,0.5194607377052307,0.8557486534118652,inf,0.5244250297546387,0.49426397681236267
2024-01-10 13:05:31.869919,inf,0.2751453220844269,0.496905654668808,0.5196834206581116,0.8561698794364929,inf,0.5246595740318298,0.4944288730621338
