2022-12-22 09:32:59.162948,"[0.9901357889175415, 0.8054832220077515, 0.6857056617736816, 0.6150021553039551, 0.5812993049621582, 0.8768999576568604, 0.7326228618621826, 0.6493947505950928, 0.5770278573036194, 0.9770303964614868, 0.8211987614631653, 0.7133937478065491, 0.649033784866333, 0.5871856808662415, 0.5767478942871094, 0.9116010069847107]"
2022-12-22 09:32:59.210434,"[0.9925976395606995, 0.8069271445274353, 0.6866057515144348, 0.6156216859817505, 0.5817945599555969, 0.8787398338317871, 0.7337467670440674, 0.6501649618148804, 0.5775226950645447, 0.9794484376907349, 0.822748064994812, 0.7144335508346558, 0.6498037576675415, 0.5877186059951782, 0.5772427320480347, 0.9136224985122681]"
2022-12-22 09:32:59.251579,"[0.9945690631866455, 0.8080819249153137, 0.6873250603675842, 0.616116464138031, 0.5821900367736816, 0.8802122473716736, 0.7346453666687012, 0.650780439376831, 0.5779179334640503, 0.9813849329948425, 0.8239875435829163, 0.7152647972106934, 0.6504190564155579, 0.5881442427635193, 0.5776379704475403, 0.9152408242225647]"
2022-12-22 09:32:59.303848,"[0.9951202273368835, 0.8084046840667725, 0.6875260472297668, 0.6162548065185547, 0.58230060338974, 0.8806233406066895, 0.7348961234092712, 0.650952160358429, 0.5780282020568848, 0.9819256663322449, 0.8243333697319031, 0.7154967188835144, 0.6505906581878662, 0.5882629156112671, 0.57774817943573, 0.9156920909881592]"
2022-12-22 09:32:59.343070,"[0.9948949217796326, 0.8082464933395386, 0.6874275803565979, 0.6161870956420898, 0.5822464823722839, 0.8804550170898438, 0.7347730994224548, 0.6508679389953613, 0.5779741406440735, 0.9817039370536804, 0.824163556098938, 0.7153828740119934, 0.6505063772201538, 0.5882046818733215, 0.5776941180229187, 0.9155066609382629]"
2022-12-22 09:32:59.388294,"[0.9939877986907959, 0.8077421188354492, 0.687113881111145, 0.615971565246582, 0.5820744633674622, 0.8797772526741028, 0.7343803644180298, 0.6505991816520691, 0.5778018832206726, 0.9808121919631958, 0.8236212134361267, 0.7150194644927979, 0.6502376198768616, 0.5880189538002014, 0.5775217413902283, 0.9147610068321228]"
2022-12-22 09:32:59.430566,"[0.9926841259002686, 0.8069782257080078, 0.6866379976272583, 0.6156130433082581, 0.5817877650260925, 0.8788039684295654, 0.7337862849235535, 0.6501537561416626, 0.5775156617164612, 0.9795323610305786, 0.8228020071983337, 0.7144699692726135, 0.6497924327850342, 0.5877108573913574, 0.5772355794906616, 0.9136919975280762]"
2022-12-22 09:32:59.477614,"[0.9903451204299927, 0.8056063055992126, 0.6857826113700867, 0.61505526304245, 0.5813114643096924, 0.8770560622215271, 0.7327184081077576, 0.6494603157043457, 0.5770397186279297, 0.9772352576255798, 0.8213301301002502, 0.7134820222854614, 0.6490992903709412, 0.5871983170509338, 0.5767596960067749, 0.9117717742919922]"
2022-12-22 09:32:59.520514,"[0.9870884418487549, 0.803693950176239, 0.6845897436141968, 0.6142340302467346, 0.5806853771209717, 0.8746200203895569, 0.7312290072441101, 0.6484391689300537, 0.5764139294624329, 0.9740357995033264, 0.8192779421806335, 0.7121037840843201, 0.6480783820152283, 0.5865243673324585, 0.5761339068412781, 0.909095287322998]"
2022-12-22 09:32:59.562599,"[0.9845342040061951, 0.8021911978721619, 0.6836509108543396, 0.613586962223053, 0.5801677107810974, 0.8727081418037415, 0.7300581336021423, 0.6476355195045471, 0.5758969187736511, 0.9715274572372437, 0.8176666498184204, 0.711020290851593, 0.6472750902175903, 0.5859677195549011, 0.5756168961524963, 0.9069963693618774]"
2022-12-22 09:32:59.605198,"[0.9811391234397888, 0.8001909255981445, 0.6824002861976624, 0.6127247214317322, 0.579477846622467, 0.870164155960083, 0.7284984588623047, 0.6465644240379333, 0.575207531452179, 0.9681922793388367, 0.8155214190483093, 0.7095765471458435, 0.6462042927742004, 0.585225522518158, 0.574927568435669, 0.9042031168937683]"
2022-12-22 09:32:59.654771,"[0.9769076108932495, 0.7976931929588318, 0.6808367967605591, 0.6115863919258118, 0.5785669684410095, 0.8669893145561218, 0.7265492081642151, 0.6451505422592163, 0.5742970108985901, 0.964034378528595, 0.8128425478935242, 0.7077717781066895, 0.6447908282279968, 0.5842451453208923, 0.5740169882774353, 0.9007177352905273]"
2022-12-22 09:32:59.699354,"[0.9734674692153931, 0.7956575155258179, 0.6795600652694702, 0.6107641458511353, 0.577908456325531, 0.8644065260887146, 0.7249601483345032, 0.6441310048103333, 0.573639452457428, 0.960656464099884, 0.810662031173706, 0.7063004374504089, 0.643771767616272, 0.5835375785827637, 0.5733596086502075, 0.8978855609893799]"
2022-12-22 09:32:59.736768,"[0.9707318544387817, 0.794036328792572, 0.6785425543785095, 0.6100609302520752, 0.5773452520370483, 0.8623502850532532, 0.7236936688423157, 0.643258810043335, 0.5730768442153931, 0.9579693078994751, 0.8089251518249512, 0.7051274180412292, 0.6428999304771423, 0.5829320549964905, 0.5727970600128174, 0.8956305980682373]"
