2022-12-22 09:32:59.029702,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708868741989136, 0.6546877026557922, 0.6687197089195251, inf, inf, 0.5975538492202759, 0.7028427720069885]"
2022-12-22 09:32:59.066468,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708918809890747, 0.6547274589538574, 0.6687727570533752, inf, inf, 0.5975301265716553, 0.7028962969779968]"
2022-12-22 09:32:59.104894,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.670881450176239, 0.654736340045929, 0.6686898469924927, inf, inf, 0.5971659421920776, 0.702933132648468]"
2022-12-22 09:32:59.147192,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708948016166687, 0.654785692691803, 0.668834388256073, inf, inf, 0.5974323749542236, 0.70296710729599]"
2022-12-22 09:32:59.188132,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708945631980896, 0.6548078656196594, 0.6688520908355713, inf, inf, 0.5973659753799438, 0.7030060887336731]"
2022-12-22 09:32:59.235055,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.670893669128418, 0.6548340320587158, 0.6688677668571472, inf, inf, 0.5972744226455688, 0.7030445337295532]"
2022-12-22 09:32:59.285537,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708927154541016, 0.6548460125923157, 0.6688722372055054, inf, inf, 0.5972240567207336, 0.7030569911003113]"
2022-12-22 09:32:59.327117,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708868145942688, 0.6548495292663574, 0.6688507795333862, inf, inf, 0.5971167683601379, 0.7030666470527649]"
2022-12-22 09:32:59.372506,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708815097808838, 0.6548465490341187, 0.6688287258148193, inf, inf, 0.5970501899719238, 0.7030614018440247]"
2022-12-22 09:32:59.417607,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708765625953674, 0.6548414826393127, 0.6688036322593689, inf, inf, 0.596979558467865, 0.7030613422393799]"
2022-12-22 09:32:59.459271,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708722710609436, 0.654837429523468, 0.6687790751457214, inf, inf, 0.5969101786613464, 0.7030563950538635]"
2022-12-22 09:32:59.508058,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708665490150452, 0.6548261642456055, 0.6687428951263428, inf, inf, 0.5968402624130249, 0.7030400037765503]"
2022-12-22 09:32:59.557884,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708590388298035, 0.6548078656196594, 0.668698787689209, inf, inf, 0.596768856048584, 0.7030218839645386]"
2022-12-22 09:32:59.587163,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708563566207886, 0.6547994017601013, 0.6686778664588928, inf, inf, 0.5967434644699097, 0.7030068635940552]"
2022-12-22 09:32:59.641494,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.670847475528717, 0.6547747254371643, 0.6686230301856995, inf, inf, 0.5966724157333374, 0.702972948551178]"
2022-12-22 09:32:59.682506,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708452701568604, 0.654761016368866, 0.6685999631881714, inf, inf, 0.5966556668281555, 0.7029681205749512]"
2022-12-22 09:32:59.727482,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708400845527649, 0.6547408103942871, 0.668561577796936, inf, inf, 0.5966267585754395, 0.7029353976249695]"
2022-12-22 09:32:59.775793,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708374619483948, 0.6547299027442932, 0.668540894985199, inf, inf, 0.5966136455535889, 0.7029186487197876]"
2022-12-22 09:32:59.817771,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708307862281799, 0.6547074913978577, 0.6684988141059875, inf, inf, 0.5965794324874878, 0.7028909921646118]"
2022-12-22 09:32:59.860558,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.6708272695541382, 0.6546885967254639, 0.6684680581092834, inf, inf, 0.5965692400932312, 0.7028650045394897]"
2022-12-22 09:32:59.907998,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.670825183391571, 0.6546733975410461, 0.6684455275535583, inf, inf, 0.5965664982795715, 0.7028489708900452]"
