 2023-08-25  09:37:50.598090  2000,2000
 2023-08-25  09:37:50.625123  1815,2000
 2023-08-25  09:37:50.651777  2000,2000
 2023-08-25  09:37:50.678549  2000,2000
 2023-08-25  09:37:50.705436  2000,2000
 2023-08-25  09:37:50.732191  2000,2000
 2023-08-25  09:37:50.754397  2000,2000
 2023-08-25  09:37:50.781286  2000,2000
 2023-08-25  09:37:50.808301  1873,2000
 2023-08-25  09:37:50.835057  2000,2000
 2023-08-25  09:37:50.861892  2000,2000
 2023-08-25  09:37:50.890927  1333,2000
 2023-08-25  09:37:50.917843  2000,2000
 2023-08-25  09:37:50.944643  2000,2000
 2023-08-25  09:37:50.966846  2000,2000
 2023-08-25  09:37:50.993748  2000,2000
 2023-08-25  09:37:51.020594  2000,2000
 2023-08-25  09:37:51.047378  2000,2000
 2023-08-25  09:37:51.074333  2000,2000
 2023-08-25  09:37:51.101003  2000,2000
 2023-08-25  09:37:51.128746  2000,2000
 2023-08-25  09:37:51.156952  2115,2000
 2023-08-25  09:37:51.184903  2000,2000
 2023-08-25  09:37:51.211689  1678,2000
 2023-08-25  09:37:51.238624  1835,2000
 2023-08-25  09:37:51.265569  2000,2000
 2023-08-25  09:37:51.292453  2000,2000
 2023-08-25  09:37:51.319058  2000,2000
 2023-08-25  09:37:51.345806  2000,2000
 2023-08-25  09:37:51.372857  2000,2000
 2023-08-25  09:37:51.399512  2060,2000
 2023-08-25  09:37:51.426821  2000,2000
 2023-08-25  09:37:51.453624  2000,2000
 2023-08-25  09:37:51.480539  1667,2000
 2023-08-25  09:37:51.507460  2000,2000
 2023-08-25  09:37:51.534412  2000,2000
 2023-08-25  09:37:51.561831  2000,2000
 2023-08-25  09:37:51.588657  2000,2000
 2023-08-25  09:37:51.615597  2000,2000
 2023-08-25  09:37:51.643464  2000,2000
 2023-08-25  09:37:51.670277  1830,2000
 2023-08-25  09:37:51.697082  1927,2000
 2023-08-25  09:37:51.723959  2000,2000
 2023-08-25  09:37:51.750925  2000,2000
 2023-08-25  09:37:51.777853  2000,2000
 2023-08-25  09:37:51.805264  2000,2000
 2023-08-25  09:37:51.827495  2000,2000
 2023-08-25  09:37:51.849885  2000,2000
 2023-08-25  09:37:51.876638  2000,2000
 2023-08-25  09:37:51.903611  2000,2000
 2023-08-25  09:37:51.930427  2000,2000
 2023-08-25  09:37:51.957374  1889,2000
 2023-08-25  09:37:51.984525  1806,2000
 2023-08-25  09:37:52.012165  2000,2000
 2023-08-25  09:37:52.034709  2000,2000
 2023-08-25  09:37:52.061361  2000,2000
 2023-08-25  09:37:52.088540  2000,2000
 2023-08-25  09:37:52.115372  2019,2000
